Tiempo (s),Voltaje (V)
3.59072599999607,1.83753168123076
3.59557299999893,1.83206712221727
3.60137799999863,1.63309288519667
3.60713599999994,1.71859716152539
3.61265799999982,1.75942063180264
3.61825499999523,1.75813485321123
3.62314400000125,1.76199218898546
3.62898099999875,1.73756239574868
3.63487999999523,1.76327796757687
3.64053299999982,1.76617096940754
3.64595099999756,1.79606532165781
3.65107599999756,1.69063147716224
3.65665699999779,1.70734659885056
3.66226399999857,1.68163102702238
3.6681039999947,1.75170596025418
3.67324099999666,1.74913440307137
3.67865100000054,1.80410143785411
3.68429199999571,1.89057004812639
3.68997199999541,1.80988744151546
3.6960150000006,1.76906397123821
3.70156499999762,1.63727166561875
3.70675099999458,1.83174567756942
3.71294299999624,1.66652312857332
3.71852799999714,1.6234495457611
3.72442700000107,1.7880292054615
3.73005399999768,1.59259085956728
3.73475099999458,1.83399579010438
3.74044099999964,1.90439216798404
3.74615999999642,1.66138001420768
3.7521269999966,1.54244549450232
3.75856300000101,1.7327407260309
3.76682899999619,1.50708658323856
3.77183100000024,1.45436966099078
3.77746000000089,1.53698093548883
3.78300999999791,1.66234434815124
3.78953099999577,1.68741703068372
3.79498200000078,1.28786133340327
3.8005719999969,1.4501908805687
3.80593599999696,1.40840307634789
3.81090299999714,1.57169695745688
3.81662099999934,1.65495112125063
3.82219099999964,1.17342703876784
3.82773399999738,1.10078054835321
3.83333399999887,1.33447080734186
3.83870300000161,1.29525456030387
3.84449099999666,1.55626761435997
3.85018599999696,1.29332589241676
3.85610499999672,1.45051232521655
3.86195099999756,1.53505226760171
3.86759399999678,1.31389834987931
3.87309699999541,1.27403921354562
3.87876999999583,1.39329517789884
3.88456700000167,1.33929247705964
3.89011299999803,1.13871101679979
3.89510099999607,1.28464688692475
3.90121499999613,1.34282836818602
3.90716899999976,1.34154258959461
3.9128069999963,1.24414486129535
3.91845499999821,1.24864508636529
3.92392700000107,1.32097013213206
3.92938699999452,1.37368705437984
3.93519900000095,1.35890060057864
3.9407119999975,1.47815656493185
3.94650400000066,1.47269200591836
3.95193599999696,1.48876423831098
3.95685799999535,1.51608703337843
3.96266299999505,1.44697643409017
3.96818499999493,1.66202290350338
3.97383799999952,1.50355069211219
3.97945799999684,1.5742685146397
3.98438599999994,1.5398739373195
3.99022399999946,1.54887438745936
3.99617700000107,1.60898453660775
4.00179699999839,1.59612675069366
4.00750299999863,1.61059175984701
4.01240399999917,1.58584052196238
4.01846599999815,1.63566444237949
4.02421599999815,1.63887888885802
4.03002199999988,1.60159130970715
4.03568099999428,1.64659356040647
4.04068699999899,1.72406172053888
4.04637299999595,1.65398678730708
4.05191999999434,1.61862787604332
4.05767499999702,1.68452402885305
4.06301599999517,1.6915958111058
4.06797999999672,1.73884817434009
4.07368999999762,1.76552808011184
4.07915100000054,1.73466939391801
4.08538799999654,1.66620168392546
4.09086899999529,1.73113350279164
4.09589099999517,1.74881295842351
4.10178599999845,1.69802470406285
4.10734399999678,1.65462967660278
4.11322800000012,1.70252492913278
4.11916999999434,1.68902425392298
4.12398699999601,1.66588023927761
4.13005599999428,1.73434794927016
4.13592199999839,1.75749196391553
4.14186199999601,1.83688879193505
4.14799799999595,1.81470911123324
4.15322800000012,1.68838136462728
4.15813599999994,1.61380620632553
4.16427099999785,1.67938091448741
4.1703900000006,1.76874252659036
4.17609899999946,1.79027931799646
4.18172199999541,1.71441838110331
4.18655099999905,1.74366984405788
4.19207599999756,1.61830643139547
4.19782099999487,1.68388113955734
4.20366499999911,1.66555879462976
4.20935499999672,1.55658905900782
4.21439499999583,1.70991815603338
4.22014099999517,1.77838586602593
4.22580399999768,1.79220798588358
4.23160499999672,1.86292580841109
4.2372669999972,1.78610053757438
4.24286699999869,1.75781340856338
4.24813599999994,1.74463417800143
4.25375699999928,1.62184232252184
4.26004399999976,1.58198318618815
4.26578899999708,1.74366984405788
4.27111299999803,1.53151637647534
4.276125,1.59034074703231
4.28195399999619,1.65302245336352
4.28755999999493,1.66652312857332
4.29334799999744,1.30875523551367
4.29895799999684,1.53023059788393
4.30418599999696,1.8918558267178
4.30985199999809,1.56976828956977
4.31529199999571,1.73241928138305
4.32095799999684,1.52219448168762
4.32639299999922,1.37754439015407
4.33147299999744,1.50901525112567
4.33708299999684,1.6160563188605
4.34268999999762,1.4360473160632
4.34823900000006,1.38911639747676
4.35319399999827,1.34925726114307
4.35874199999869,1.45404821634293
4.36410499999672,1.55594616971212
4.36986999999732,1.28882566734683
4.3753919999972,1.32514891255414
4.38027699999511,1.35150737367803
4.38602199999988,1.39425951184239
4.39161800000072,1.29718322819099
4.39730900000036,1.32707758044126
4.40238499999791,1.19046360510401
4.40758500000089,1.40840307634789
4.41332800000161,1.39458095649024
4.41900099999458,1.34732859325595
4.42454800000042,1.23803741298616
4.42973200000077,1.13774668285623
4.43558399999887,1.26986043312354
4.44180299999565,1.48812134901527
4.44868699999899,1.37047260790132
4.45527899999917,1.26278865087079
4.46185000000149,1.34893581649521
4.46836800000071,1.36693671677494
4.475375,1.38847350818105
4.48204599999636,1.47654934169259
4.48866899999976,1.53344504436245
4.49643499999493,1.55176738929003
4.50346499999613,1.56719673238695
4.51046999999881,1.60802020266419
4.51705599999428,1.60544864548137
4.52572199999541,1.61894932069117
4.53222999999672,1.62827121547889
4.53951900000125,1.59226941491943
4.54599799999595,1.66041568026412
4.55281499999762,1.71506127039902
4.55978999999911,1.73209783673519
4.56613099999726,1.66491590533406
4.57336699999869,1.78224320180016
4.57994099999964,1.81856644700747
4.58633299999684,1.77484997489955
4.59242300000042,1.76070641039405
4.59836199999601,1.76520663546398
4.60577099999785,1.84781790996203
4.6111589999944,1.89089149277424
4.61890199999511,1.8507109117927
4.62615599999577,1.95710909023182
4.63313499999791,1.83431723475223
4.64103299999982,1.56237506266916
4.64687900000066,1.67970235913526
4.65293899999559,1.78995787334861
4.65884200000018,1.84685357601847
4.6668919999972,1.81824500235962
4.67316299999505,1.73820528504439
4.6794849999994,1.74591995659284
4.68573399999738,1.86678314418532
4.69202299999446,1.80731588433264
4.69915399999917,1.80924455221975
4.70530900000036,1.95485897769686
4.71188499999791,1.55787483759923
4.71819900000095,2.20172846724745
4.72429999999702,1.91821428784169
4.72922699999809,1.8089231075719
4.73440299999714,1.601912754355
4.73994399999827,1.75074162631063
4.74588199999928,1.76874252659036
4.75152600000054,1.84428201883566
4.75672399999946,1.6093059812556
4.76218499999493,1.7050964863156
4.7678900000006,1.81149466475472
4.77356199999899,1.90889239305397
4.77920799999684,1.47687078634044
4.78453199999779,1.55851772689493
4.78997699999809,1.68452402885305
4.79594299999625,1.54533849633299
4.80158100000024,1.66523734998191
4.80761199999601,1.71859716152539
4.81290799999982,1.54951727675507
4.81810899999738,1.54919583210722
4.82395099999756,1.49615746521158
4.82964999999851,1.56976828956977
4.83592700000107,1.61509198491694
4.84196499999613,1.50676513859071
4.84707999999821,1.38075883663259
4.85241499999911,1.44151187507669
4.85812399999797,1.5196229245048
4.86376599999517,1.72213305265177
4.86976900000125,1.37625861156266
4.87586800000072,1.19399949623039
4.8809619999975,1.36532949353568
4.88666200000048,1.51319403154776
4.89232099999487,1.34925726114307
4.89809799999744,1.31775568565354
4.90379399999976,1.50355069211219
4.90878799999505,1.40647440846078
4.91478499999642,1.23450152185978
4.92069299999624,1.29621889424743
4.92653299999982,1.38172317057615
4.9325150000006,1.36243649170501
4.93791399999708,1.17567715130281
4.94291799999773,1.28914711199468
4.94871999999881,1.41161752282642
4.95425499999523,1.5466242749244
4.95992899999768,1.53698093548883
4.96520099999756,1.61059175984701
4.97041799999773,1.47269200591836
4.97626999999583,1.48040667746682
4.98189299999922,1.4919786847895
4.9875019999966,1.49069290619809
4.99288199999928,1.58648341125809
4.99829299999774,1.63887888885802
5.00434399999678,1.5742685146397
5.01132800000161,1.62409243505681
5.0169619999975,1.61284187238198
5.02251599999517,1.59419808280654
5.02766299999505,1.65205811941996
5.03283599999547,1.7198829401168
5.03845300000161,1.61348476167768
5.04408900000155,1.64498633716721
5.04955099999905,1.63662877632305
5.05447599999607,1.73884817434009
5.06011199999601,1.57909018435748
5.06556899999827,1.58969785773661
5.07128700000048,1.70991815603338
5.07663599999994,1.75395607278915
5.08149899999797,1.7819217571523
5.08731399999559,1.89635605178773
5.09286100000143,1.78706487151794
5.09842499999702,1.62152087787399
5.10330399999768,1.7536346281413
5.10895099999756,1.80377999320626
5.11443599999696,1.77195697306888
5.12047599999607,1.7812788678566
5.12603999999911,1.72341883124318
5.13087299999595,1.6915958111058
5.13677299999446,1.72084727406036
5.14226999999583,1.76552808011184
5.14792300000042,1.63116421730956
5.15327299999446,1.75234884954989
5.15815199999511,1.74463417800143
5.16374899999797,1.70959671138553
5.16971000000089,1.72052582941251
5.17561499999464,1.7745285302517
5.18129299999774,1.77099263912532
5.18624599999934,1.71088248997694
5.19190399999917,1.68870280927513
5.19779899999499,1.68195247167023
5.20361599999666,1.74591995659284
5.20955200000107,1.71473982575117
5.21569399999827,1.74109828687506
5.22075,1.72952627955237
5.22674499999732,1.72374027589103
5.23241299999505,1.75749196391553
5.23847100000083,1.77870731067378
5.24465799999982,1.67841658054385
5.25037099999934,1.71698993828613
5.25561100000143,1.53955249267165
5.26189299999923,1.69609603617573
5.26770799999684,1.82145944883814
5.2738049999997,1.55916061619064
5.27989699999988,1.59001930238446
5.2857669999972,1.59291230421513
5.29060300000012,1.69513170223217
5.29650499999523,1.67648791265674
5.30213899999857,1.58616196661023
5.30790399999917,1.30425501044374
5.31334699999541,1.64209333533654
5.31812599999458,1.59162652562372
5.32397399999946,1.59484097210225
5.32940699999779,1.62441387970466
5.33491399999708,1.66330868209479
5.3404299999997,1.82210233813385
5.34527199999988,1.59194797027158
5.35073200000078,1.51672992267413
5.35648799999803,1.47237056127051
5.36195099999756,1.90921383770183
5.36672800000012,1.78610053757438
5.37224199999869,1.49519313126802
5.37784200000018,1.34572137001669
5.38353499999642,1.48876423831098
5.38871999999881,1.38108028128045
5.39396599999815,1.66105856955983
5.39959899999946,1.46111999859568
5.40538399999589,1.38300894916756
5.410875,1.33929247705964
5.41583500000089,1.64048611209728
5.42149599999934,1.59934119717218
5.42684799999744,1.21457195369294
5.43235599999875,1.5337664890103
5.43776900000125,1.50130057957722
5.44262299999595,1.61284187238198
5.44814699999988,1.4360473160632
5.4537669999972,1.26343154016649
5.45918099999428,1.10303066088818
5.46416299999505,1.32225591072347
5.46991399999708,1.39586673508165
5.47523099999875,1.40068840479944
5.48147399999946,1.23289429862052
5.48685199999809,1.3814017259283
5.49169799999893,1.46465588972205
5.49840599999577,1.41804641578346
5.50448200000077,1.32964913762407
5.51047599999607,1.37175838649273
5.51721899999678,1.50162202422507
5.52311599999666,1.49680035450729
5.52931899999827,1.54212404985446
5.53392399999499,1.56783962168265
5.53972100000083,1.55787483759923
5.54539499999583,1.57073262351332
5.5511799999997,1.62730688153533
5.55678299999982,1.57394706999185
5.56168899999559,1.60705586872064
5.56733299999684,1.69095292181009
5.57293599999696,1.59419808280654
5.57870699999481,1.73466939391801
5.5842669999972,1.76199218898546
5.58919900000095,1.6922387004015
5.59502899999917,1.70123915054137
5.6005,1.68259536096593
5.60631799999624,1.71827571687754
5.61204899999499,1.59162652562372
5.61703499999642,1.70284637378063
5.62414299999922,1.80506577179767
5.62974300000072,1.79027931799646
5.63521400000155,1.79927976813633
5.6408769999966,1.76520663546398
5.64620699999481,1.76231363363331
5.65117199999839,1.78417186968727
5.65716299999505,1.75877774250694
5.66270199999958,1.8156734451768
5.6686799999997,1.87706937291659
5.67397100000083,1.81792355771177
5.67900400000066,1.74238406546647
5.68498900000006,1.72888339025667
5.69061800000072,1.80088699137559
5.69632999999821,1.65977279096842
5.70163499999791,1.82499533996452
5.70668099999428,1.83978179376572
5.71223099999875,1.83206712221727
5.71792599999905,1.81535200052895
5.72353799999505,1.77259986236459
5.72863099999726,1.76199218898546
5.73418999999762,1.79445809841854
5.73992300000042,1.8359244579915
5.74560499999672,1.82370956137311
5.75128499999642,1.68034524843097
5.75630599999428,1.75524185138056
5.76195099999756,1.81278044334613
5.76757499999553,1.85488969221478
5.77327499999851,1.83785312587861
5.77895699999481,1.82595967390807
5.78421499999613,1.6842025842052
5.78967199999839,1.78288609109586
5.79523099999875,1.74817006912781
5.80098200000077,1.73145494743949
5.80658500000089,1.75652762997197
5.8114849999994,1.75009873701492
5.81713399999589,1.73627661715727
5.82247800000012,1.78706487151794
5.82844999999553,1.8918558267178
5.83372699999809,1.8365673472872
5.83866699999571,1.71859716152539
5.84439599999785,1.62666399223963
5.85013599999994,1.74881295842351
5.85630399999768,1.63823599956231
5.86242499999702,1.70477504166774
5.86841499999911,1.81792355771177
5.87337200000137,1.63052132801386
5.87926799999923,1.66234434815124
5.88512599999458,1.62473532435251
5.89088199999928,1.76327796757687
5.89682400000095,1.68066669307882
5.90246099999547,1.74302695476217
5.90802600000054,1.76070641039405
5.91392199999839,1.57844729506178
5.91960499999672,1.84106757235713
5.92520699999481,1.71956149546895
5.93075800000131,1.97639576910296
5.93571299999952,1.68677414138801
5.94142099999636,1.51672992267413
5.94731199999899,1.66684457322117
5.95315699999779,1.45244099310366
5.9587349999994,1.48619268112816
5.96395699999481,1.73595517250942
5.96984200000018,1.89057004812639
5.97549799999595,1.84138901700499
5.98171099999547,1.67391635547392
5.98775800000131,1.4913357954938
5.99329299999773,1.33125636086334
5.99844299999624,1.45340532704722
6.00413599999994,1.52605181746185
6.00991499999911,1.57458995928755
6.01544200000167,1.45115521451226
6.02051199999452,1.66780890716473
6.02618699999899,1.3672581614228
6.03191999999434,1.8224237827817
6.03756799999625,1.55048161069863
6.04381199999899,1.54340982844587
6.04908999999613,1.42576108733192
6.0540339999944,1.50387213676004
6.06020699999481,1.46111999859568
6.06567799999565,1.40486718522152
6.07133199999481,1.53473082295386
6.07678700000048,1.57233984675258
6.0817519999966,1.47815656493185
6.08749300000072,1.42576108733192
6.09325,1.27243199030636
6.09903999999911,1.68613125209231
6.10446899999678,1.55723194830352
6.10949899999797,1.25860987044871
6.11529999999702,1.6842025842052
6.12093699999899,1.59612675069366
6.12690299999714,1.52123014774406
6.1323049999997,1.41483196930494
6.13726199999452,1.44697643409017
6.14310199999809,1.57073262351332
6.1486799999997,1.60544864548137
6.15412599999458,1.60448431153782
6.15930599999428,1.50676513859071
6.16455599999428,1.61477054026909
6.17021099999547,1.6369502209709
6.17586400000006,1.66877324110828
6.18135799999535,1.74656284588855
6.18626799999922,1.75877774250694
6.1923369999975,1.72888339025667
6.20611699999869,1.75909918715479
6.21140399999917,1.71602560434258
6.21726900000125,1.73241928138305
6.22237799999863,1.773885640956
6.22783999999613,1.78160031250445
6.23439400000125,1.93525085417787
6.24028299999982,1.88928426953498
6.24611100000143,1.79799398954492
6.25194900000095,1.78610053757438
6.25708599999547,1.8574612493976
6.26261999999732,1.85488969221478
6.26923099999875,1.88735560164787
6.2751950000003,1.94971586333122
6.28142099999636,1.974145656568
6.28841200000048,1.90021338756196
6.29479999999702,1.81985222559888
6.30052399999648,1.8703190353117
6.3053599999994,1.87256914784666
6.31148699999601,1.91242828418035
6.31697599999607,1.93782241136068
6.32246999999881,1.94328697037417
6.32830999999493,1.85263957967982
6.33359399999678,1.97446710121585
6.33856399999559,2.05289959529182
6.3443219999969,1.9121068395325
6.34995899999887,1.86453303165035
6.35578700000048,1.79702965560136
6.36168800000101,1.80281565926271
6.36653999999911,2.03939892008202
6.37216399999708,1.88831993559143
6.37759799999744,1.96996687614592
6.38297999999672,1.95968064741464
6.38827299999446,1.92464318079874
6.39367199999839,1.91371406277176
6.39928499999642,1.88478404446505
6.40535199999809,1.93171496305149
6.41144099999964,2.00725445529679
6.41783799999952,1.95357319910545
6.42514799999446,2.01304045895813
6.43183599999547,1.86935470136814
6.43776299999654,1.98539621924283
6.44493400000036,1.94264408107847
6.45152799999714,1.86260436376324
6.45945899999887,1.88414115516935
6.46638399999589,2.06479304726236
6.47456199999899,1.87867659615586
6.48098099999875,1.79895832348848
6.48823099999875,2.03875603078632
6.49744900000095,1.88799849094357
6.51642199999839,2.02396957698511
6.52577199999988,1.92046440037666
6.53253000000119,1.66748746251687
6.5390549999997,1.63470010843594
6.54539499999583,1.5466242749244
6.55223699999601,1.8716048139031
6.55861400000006,1.88060526404297
6.56480099999905,1.77356419630814
6.57114499999583,1.85778269404545
6.57858500000089,1.85328246897552
6.58513199999928,1.71056104532909
6.59170799999684,1.63405721914023
6.59724199999869,1.69513170223217
6.6031419999972,1.85842558334116
6.60981399999559,1.55883917154279
6.61642499999702,1.72084727406036
6.62351799999923,1.56205361802131
6.62989699999988,1.8568183601019
6.63673699999601,1.74720573518425
6.64370399999618,1.61637776350835
